Cast Vote Record,Precinct,Ballot Style,Rep. to Congress 1st Choice District 2,Rep. to Congress 2nd Choice District 2,Rep. to Congress 3rd Choice District 2,Rep. to Congress 4th Choice District 2,Rep. to Congress 5th Choice District 2
6467,Van Buren,CAN Ballot Style 140,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
6469,Van Buren,CAN Ballot Style 140,"REP Poliquin, Bruce (5931)","Hoar, William R.S.","Bond, Tiffany L.","DEM Golden, Jared F.",undervote
6470,Van Buren,CAN Ballot Style 140,"DEM Golden, Jared F. (5471)","REP Poliquin, Bruce","Bond, Tiffany L.","Hoar, William R.S.",undervote
6474,Van Buren,CAN Ballot Style 140,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
6477,Van Buren,CAN Ballot Style 140,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
6479,Van Buren,CAN Ballot Style 140,"DEM Golden, Jared F. (5471)","DEM Golden, Jared F.","Bond, Tiffany L.","REP Poliquin, Bruce","Hoar, William R.S."
6480,Van Buren,CAN Ballot Style 140,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
6482,Van Buren,CAN Ballot Style 140,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce",undervote
6485,Van Buren,CAN Ballot Style 140,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
6486,Van Buren,CAN Ballot Style 140,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
6487,Van Buren,CAN Ballot Style 140,"REP Poliquin, Bruce (5931)","Bond, Tiffany L.","Hoar, William R.S.","DEM Golden, Jared F.",undervote
6488,Van Buren,CAN Ballot Style 140,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
6489,Van Buren,CAN Ballot Style 140,"Hoar, William R.S.","Bond, Tiffany L.",undervote,undervote,undervote
6490,Van Buren,CAN Ballot Style 140,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
6492,Van Buren,CAN Ballot Style 140,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
6498,Van Buren,CAN Ballot Style 140,"DEM Golden, Jared F. (5471)","REP Poliquin, Bruce",undervote,undervote,undervote
6499,Van Buren,CAN Ballot Style 140,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
6500,Van Buren,CAN Ballot Style 140,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
6504,Van Buren,CAN Ballot Style 140,"REP Poliquin, Bruce (5931)","Bond, Tiffany L.",undervote,undervote,undervote
6506,Van Buren,CAN Ballot Style 140,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
6509,Van Buren,CAN Ballot Style 140,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
6513,Van Buren,CAN Ballot Style 140,"REP Poliquin, Bruce (5931)","Bond, Tiffany L.","Hoar, William R.S.","DEM Golden, Jared F.",undervote
6515,Van Buren,CAN Ballot Style 140,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
6517,Van Buren,CAN Ballot Style 140,"Bond, Tiffany L.","DEM Golden, Jared F.","REP Poliquin, Bruce","Hoar, William R.S.",undervote
6518,Van Buren,CAN Ballot Style 140,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
6519,Van Buren,CAN Ballot Style 140,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce",undervote
6520,Van Buren,CAN Ballot Style 140,"DEM Golden, Jared F. (5471)","REP Poliquin, Bruce","Bond, Tiffany L.","Hoar, William R.S.",undervote
6522,Van Buren,CAN Ballot Style 140,"REP Poliquin, Bruce (5931)","Bond, Tiffany L.","Hoar, William R.S.","DEM Golden, Jared F.",undervote
6526,Van Buren,CAN Ballot Style 140,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,"REP Poliquin, Bruce"
6527,Van Buren,CAN Ballot Style 140,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
6531,Van Buren,CAN Ballot Style 140,"Hoar, William R.S.",undervote,undervote,undervote,undervote
6535,Van Buren,CAN Ballot Style 140,undervote,undervote,undervote,undervote,undervote
6536,Van Buren,CAN Ballot Style 140,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote,undervote
6537,Van Buren,CAN Ballot Style 140,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
6538,Van Buren,CAN Ballot Style 140,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
6541,Van Buren,CAN Ballot Style 140,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
6545,Van Buren,CAN Ballot Style 140,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
6546,Van Buren,CAN Ballot Style 140,"REP Poliquin, Bruce (5931)","Hoar, William R.S.",undervote,undervote,undervote
6547,Van Buren,CAN Ballot Style 140,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
6548,Van Buren,CAN Ballot Style 140,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
6551,Van Buren,CAN Ballot Style 140,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
6552,Van Buren,CAN Ballot Style 140,"DEM Golden, Jared F. (5471)","REP Poliquin, Bruce","Hoar, William R.S.","Bond, Tiffany L.",undervote
6553,Van Buren,CAN Ballot Style 140,"REP Poliquin, Bruce (5931)","DEM Golden, Jared F.",undervote,undervote,undervote
6554,Van Buren,CAN Ballot Style 140,"DEM Golden, Jared F. (5471)","DEM Golden, Jared F.","DEM Golden, Jared F.",undervote,"DEM Golden, Jared F."
6555,Van Buren,CAN Ballot Style 140,"REP Poliquin, Bruce (5931)","DEM Golden, Jared F.","Hoar, William R.S.","Bond, Tiffany L.",undervote
6557,Van Buren,CAN Ballot Style 140,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
6559,Van Buren,CAN Ballot Style 140,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.",undervote,undervote,undervote
6560,Van Buren,CAN Ballot Style 140,"DEM Golden, Jared F. (5471)","Hoar, William R.S.",undervote,undervote,undervote
6563,Van Buren,CAN Ballot Style 140,"DEM Golden, Jared F. (5471)","REP Poliquin, Bruce",undervote,undervote,undervote
6565,Van Buren,CAN Ballot Style 140,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
6570,Van Buren,CAN Ballot Style 140,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
6571,Van Buren,CAN Ballot Style 140,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
6573,Van Buren,CAN Ballot Style 140,"REP Poliquin, Bruce (5931)","DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.",undervote
6574,Van Buren,CAN Ballot Style 140,"DEM Golden, Jared F. (5471)","REP Poliquin, Bruce","Bond, Tiffany L.",undervote,undervote
6575,Van Buren,CAN Ballot Style 140,"DEM Golden, Jared F. (5471)","Hoar, William R.S.",undervote,"Bond, Tiffany L.","REP Poliquin, Bruce"
6577,Van Buren,CAN Ballot Style 140,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote,undervote
6579,Van Buren,CAN Ballot Style 140,"Bond, Tiffany L.","DEM Golden, Jared F.","Hoar, William R.S.","REP Poliquin, Bruce",undervote
6581,Van Buren,CAN Ballot Style 140,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote,undervote
6582,Van Buren,CAN Ballot Style 140,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
6585,Van Buren,CAN Ballot Style 140,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
6586,Van Buren,CAN Ballot Style 140,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
6587,Van Buren,CAN Ballot Style 140,"DEM Golden, Jared F. (5471)","Hoar, William R.S.","Bond, Tiffany L.","REP Poliquin, Bruce",undervote
6588,Van Buren,CAN Ballot Style 140,"REP Poliquin, Bruce (5931)","Bond, Tiffany L.","Hoar, William R.S.","DEM Golden, Jared F.",undervote
6591,Van Buren,CAN Ballot Style 140,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
6594,Van Buren,CAN Ballot Style 140,"Hoar, William R.S.","REP Poliquin, Bruce",undervote,undervote,undervote
6596,Van Buren,CAN Ballot Style 140,"Bond, Tiffany L.",undervote,undervote,undervote,undervote
6597,Van Buren,CAN Ballot Style 140,"DEM Golden, Jared F. (5471)","REP Poliquin, Bruce","Bond, Tiffany L.","Hoar, William R.S.",undervote
6598,Van Buren,CAN Ballot Style 140,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
6600,Van Buren,CAN Ballot Style 140,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
6604,Van Buren,CAN Ballot Style 140,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.",undervote,undervote,undervote
6605,Van Buren,CAN Ballot Style 140,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
6606,Van Buren,CAN Ballot Style 140,"Hoar, William R.S.","Bond, Tiffany L.","DEM Golden, Jared F.",undervote,"REP Poliquin, Bruce"
6607,Van Buren,CAN Ballot Style 140,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
6608,Van Buren,CAN Ballot Style 140,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
6612,Van Buren,CAN Ballot Style 140,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
6619,Van Buren,CAN Ballot Style 140,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote,"REP Poliquin, Bruce"
6620,Van Buren,CAN Ballot Style 140,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
6626,Van Buren,CAN Ballot Style 140,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
6628,Van Buren,CAN Ballot Style 140,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
6630,Van Buren,CAN Ballot Style 140,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
6634,Van Buren,CAN Ballot Style 140,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce",undervote
6636,Van Buren,CAN Ballot Style 140,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce",undervote
6637,Van Buren,CAN Ballot Style 140,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
6639,Van Buren,CAN Ballot Style 140,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
6640,Van Buren,CAN Ballot Style 140,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
6642,Van Buren,CAN Ballot Style 140,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
6643,Van Buren,CAN Ballot Style 140,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
6644,Van Buren,CAN Ballot Style 140,"DEM Golden, Jared F. (5471)","REP Poliquin, Bruce","Bond, Tiffany L.","Hoar, William R.S.",undervote
6645,Van Buren,CAN Ballot Style 140,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
6646,Van Buren,CAN Ballot Style 140,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote,undervote
6648,Van Buren,CAN Ballot Style 140,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
6649,Van Buren,CAN Ballot Style 140,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
6653,Van Buren,CAN Ballot Style 140,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
6655,Van Buren,CAN Ballot Style 140,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
6656,Van Buren,CAN Ballot Style 140,"DEM Golden, Jared F. (5471)","REP Poliquin, Bruce","Bond, Tiffany L.","Hoar, William R.S.",undervote
6657,Van Buren,CAN Ballot Style 140,"Bond, Tiffany L.","DEM Golden, Jared F.","Hoar, William R.S.",undervote,"REP Poliquin, Bruce"
6659,Van Buren,CAN Ballot Style 140,undervote,undervote,undervote,undervote,undervote
6664,Van Buren,CAN Ballot Style 140,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
6665,Van Buren,CAN Ballot Style 140,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
6666,Van Buren,CAN Ballot Style 140,"REP Poliquin, Bruce (5931)","Hoar, William R.S.","Bond, Tiffany L.","DEM Golden, Jared F.",undervote
6667,Van Buren,CAN Ballot Style 140,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
6668,Van Buren,CAN Ballot Style 140,"REP Poliquin, Bruce (5931)","DEM Golden, Jared F.",undervote,undervote,undervote
6670,Van Buren,CAN Ballot Style 140,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
6673,Van Buren,CAN Ballot Style 140,"REP Poliquin, Bruce (5931)","REP Poliquin, Bruce","REP Poliquin, Bruce","REP Poliquin, Bruce","REP Poliquin, Bruce"
6676,Van Buren,CAN Ballot Style 140,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote,undervote
6677,Van Buren,CAN Ballot Style 140,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
6679,Van Buren,CAN Ballot Style 140,"DEM Golden, Jared F. (5471)","Hoar, William R.S.","REP Poliquin, Bruce","Bond, Tiffany L.",undervote
6680,Van Buren,CAN Ballot Style 140,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
6682,Van Buren,CAN Ballot Style 140,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
6684,Van Buren,CAN Ballot Style 140,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
6686,Van Buren,CAN Ballot Style 140,"DEM Golden, Jared F. (5471)","REP Poliquin, Bruce",undervote,undervote,undervote
6687,Van Buren,CAN Ballot Style 140,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
6691,Van Buren,CAN Ballot Style 140,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
6692,Van Buren,CAN Ballot Style 140,"REP Poliquin, Bruce (5931)","Hoar, William R.S.","Bond, Tiffany L.","DEM Golden, Jared F.",undervote
6696,Van Buren,CAN Ballot Style 140,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
6697,Van Buren,CAN Ballot Style 140,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
6700,Van Buren,CAN Ballot Style 140,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote,undervote
6705,Van Buren,CAN Ballot Style 140,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
6707,Van Buren,CAN Ballot Style 140,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
6710,Van Buren,CAN Ballot Style 140,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
6711,Van Buren,CAN Ballot Style 140,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
6714,Van Buren,CAN Ballot Style 140,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
6719,Van Buren,CAN Ballot Style 140,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce",undervote
6721,Van Buren,CAN Ballot Style 140,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
6724,Van Buren,CAN Ballot Style 140,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
6725,Van Buren,CAN Ballot Style 140,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce",undervote
6726,Van Buren,CAN Ballot Style 140,"DEM Golden, Jared F. (5471)","DEM Golden, Jared F.","DEM Golden, Jared F.","DEM Golden, Jared F.","DEM Golden, Jared F."
6729,Van Buren,CAN Ballot Style 140,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
6732,Van Buren,CAN Ballot Style 140,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
6734,Van Buren,CAN Ballot Style 140,"REP Poliquin, Bruce (5931)","REP Poliquin, Bruce","REP Poliquin, Bruce","REP Poliquin, Bruce","REP Poliquin, Bruce"
6737,Van Buren,CAN Ballot Style 140,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
6738,Van Buren,CAN Ballot Style 140,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
6739,Van Buren,CAN Ballot Style 140,"DEM Golden, Jared F. (5471)","Hoar, William R.S.","Bond, Tiffany L.","REP Poliquin, Bruce",undervote
6746,Van Buren,CAN Ballot Style 140,undervote,undervote,undervote,undervote,undervote
6747,Van Buren,CAN Ballot Style 140,"REP Poliquin, Bruce (5931)","Hoar, William R.S.","Bond, Tiffany L.","DEM Golden, Jared F.",undervote
6749,Van Buren,CAN Ballot Style 140,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote,"REP Poliquin, Bruce"
6752,Van Buren,CAN Ballot Style 140,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
6755,Van Buren,CAN Ballot Style 140,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
6757,Van Buren,CAN Ballot Style 140,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
6761,Van Buren,CAN Ballot Style 140,"DEM Golden, Jared F. (5471)","DEM Golden, Jared F.",undervote,undervote,undervote
6762,Van Buren,CAN Ballot Style 140,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.",undervote,"Hoar, William R.S.",undervote
6764,Van Buren,CAN Ballot Style 140,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
6765,Van Buren,CAN Ballot Style 140,undervote,undervote,undervote,undervote,undervote
6766,Van Buren,CAN Ballot Style 140,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
6767,Van Buren,CAN Ballot Style 140,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
6772,Van Buren,CAN Ballot Style 140,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
6774,Van Buren,CAN Ballot Style 140,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
6775,Van Buren,CAN Ballot Style 140,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
6778,Van Buren,CAN Ballot Style 140,"REP Poliquin, Bruce (5931)","Bond, Tiffany L.","Hoar, William R.S.",undervote,undervote
6782,Van Buren,CAN Ballot Style 140,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce",undervote
6783,Van Buren,CAN Ballot Style 140,"DEM Golden, Jared F. (5471)","Hoar, William R.S.","Bond, Tiffany L.","REP Poliquin, Bruce",undervote
6786,Van Buren,CAN Ballot Style 140,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
6787,Van Buren,CAN Ballot Style 140,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
6793,Van Buren,CAN Ballot Style 140,"REP Poliquin, Bruce (5931)","Hoar, William R.S.",undervote,undervote,undervote
6794,Van Buren,CAN Ballot Style 140,"DEM Golden, Jared F. (5471)","Hoar, William R.S.","REP Poliquin, Bruce","Bond, Tiffany L.",undervote
6796,Van Buren,CAN Ballot Style 140,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce",undervote
6804,Van Buren,CAN Ballot Style 140,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
6806,Van Buren,CAN Ballot Style 140,"Hoar, William R.S.","DEM Golden, Jared F.","Bond, Tiffany L.","REP Poliquin, Bruce",undervote
6807,Van Buren,CAN Ballot Style 140,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
6808,Van Buren,CAN Ballot Style 140,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
6810,Van Buren,CAN Ballot Style 140,"REP Poliquin, Bruce (5931)","DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.",undervote
6811,Van Buren,CAN Ballot Style 140,"REP Poliquin, Bruce (5931)","Hoar, William R.S.","Bond, Tiffany L.","DEM Golden, Jared F.",undervote
6812,Van Buren,CAN Ballot Style 140,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
6816,Van Buren,CAN Ballot Style 140,"DEM Golden, Jared F. (5471)","REP Poliquin, Bruce","Hoar, William R.S.","Bond, Tiffany L.",undervote
6822,Van Buren,CAN Ballot Style 140,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.",undervote,undervote,undervote
6823,Van Buren,CAN Ballot Style 140,"DEM Golden, Jared F. (5471)","REP Poliquin, Bruce","Bond, Tiffany L.","Hoar, William R.S.",undervote
